date,sku,brand,segment,category,channel,region,pack_type,price_unit,promotion_flag,delivery_days,stock_available,delivered_qty,units_sold,revenue
26/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,1.7,0.0,4.0,131.0,199.0,7.0,11.9
26/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Carton,5.54,1.0,2.0,225.0,255.0,29.0,160.66
26/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Single,3.38,0.0,3.0,139.0,230.0,12.0,40.56
26/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Carton,2.51,0.0,4.0,158.0,185.0,9.0,22.59
26/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Single,3.77,0.0,5.0,88.0,115.0,8.0,30.16
26/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Carton,4.23,0.0,1.0,213.0,197.0,19.0,80.37
26/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Carton,3.25,0.0,5.0,216.0,266.0,17.0,55.25
26/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Multipack,5.54,0.0,3.0,181.0,177.0,13.0,72.02
26/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,7.86,0.0,2.0,150.0,133.0,10.0,78.6
26/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Multipack,6.19,0.0,1.0,92.0,100.0,6.0,37.14
26/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Single,2.29,0.0,5.0,121.0,197.0,13.0,29.77
26/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Single,3.84,1.0,3.0,145.0,174.0,19.0,72.96
26/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Carton,7.14,0.0,4.0,104.0,173.0,8.0,57.12
26/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Multipack,6.04,0.0,1.0,149.0,170.0,9.0,54.36
26/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Single,5.24,0.0,4.0,0.0,202.0,0.0,0.0
26/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Single,2.68,0.0,4.0,216.0,183.0,14.0,37.52
27/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Multipack,4.28,0.0,1.0,179.0,171.0,16.0,68.48
27/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Single,5.59,0.0,3.0,131.0,214.0,12.0,67.08
27/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Carton,8.25,0.0,2.0,168.0,209.0,11.0,90.75
27/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Single,4.88,0.0,5.0,103.0,169.0,8.0,39.04
27/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Single,4.92,0.0,5.0,123.0,103.0,8.0,39.36
27/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Single,1.54,0.0,3.0,147.0,245.0,10.0,15.4
27/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Carton,1.51,0.0,2.0,141.0,142.0,9.0,13.59
27/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,2.38,0.0,2.0,94.0,149.0,8.0,19.04
27/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,4.19,0.0,1.0,142.0,172.0,11.0,46.09
27/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Carton,3.91,0.0,1.0,212.0,198.0,18.0,70.38
27/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Carton,2.33,0.0,1.0,152.0,211.0,10.0,23.3
27/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Single,8.24,0.0,3.0,100.0,123.0,7.0,57.68
27/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,7.64,0.0,1.0,192.0,166.0,17.0,129.88
27/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,2.85,1.0,2.0,174.0,213.0,26.0,74.1
27/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,2.72,0.0,1.0,186.0,174.0,18.0,48.96
28/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,8.97,0.0,3.0,228.0,229.0,18.0,161.46
28/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Carton,2.24,1.0,1.0,174.0,176.0,30.0,67.2
28/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Multipack,5.46,0.0,1.0,167.0,149.0,7.0,38.22
28/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Carton,7.33,0.0,4.0,135.0,144.0,9.0,65.97
28/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Single,8.71,0.0,4.0,214.0,192.0,16.0,139.36
28/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Single,5.94,0.0,3.0,188.0,166.0,15.0,89.1
28/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Multipack,1.88,0.0,4.0,228.0,201.0,16.0,30.08
28/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Carton,2.49,1.0,4.0,58.0,92.0,9.0,22.41
28/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Single,7.31,0.0,4.0,131.0,118.0,12.0,87.72
28/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Single,8.49,0.0,5.0,203.0,192.0,16.0,135.84
28/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,6.53,1.0,3.0,219.0,230.0,26.0,169.78
28/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Multipack,7.51,0.0,4.0,44.0,52.0,2.0,15.02
28/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Single,1.62,0.0,5.0,256.0,215.0,18.0,29.16
28/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Multipack,8.46,1.0,5.0,148.0,191.0,21.0,177.66
28/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,6.72,0.0,4.0,291.0,247.0,27.0,181.44
28/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,6.52,0.0,2.0,147.0,177.0,13.0,84.76
29/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Multipack,3.57,0.0,1.0,108.0,180.0,8.0,28.56
29/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Carton,6.88,0.0,1.0,173.0,277.0,9.0,61.92
29/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Multipack,6.5,0.0,4.0,244.0,213.0,14.0,91.0
29/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Multipack,2.0,1.0,2.0,257.0,223.0,22.0,44.0
29/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Multipack,5.74,0.0,3.0,132.0,193.0,7.0,40.18
29/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Single,6.74,0.0,3.0,153.0,159.0,10.0,67.4
29/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Carton,8.52,0.0,2.0,121.0,152.0,6.0,51.12
29/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Carton,1.61,1.0,1.0,149.0,206.0,22.0,35.42
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Multipack,1.92,0.0,2.0,139.0,213.0,10.0,19.2
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,4.46,0.0,3.0,91.0,94.0,5.0,22.3
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,3.99,0.0,5.0,102.0,163.0,4.0,15.96
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Carton,8.78,0.0,1.0,207.0,179.0,12.0,105.36
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Carton,1.5,0.0,2.0,102.0,93.0,10.0,15.0
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Single,6.9,0.0,5.0,92.0,138.0,8.0,55.2
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Single,7.3,0.0,1.0,193.0,215.0,11.0,80.3
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,4.59,0.0,1.0,131.0,163.0,11.0,50.49
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,4.68,1.0,3.0,122.0,199.0,16.0,74.88
30/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Multipack,2.71,1.0,5.0,173.0,189.0,22.0,59.62
30/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Single,6.06,0.0,2.0,166.0,228.0,10.0,60.6
30/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Multipack,6.76,1.0,1.0,204.0,193.0,41.0,277.16
30/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Single,7.4,0.0,3.0,106.0,109.0,5.0,37.0
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Single,7.14,0.0,2.0,94.0,154.0,8.0,57.12
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Single,3.26,0.0,4.0,216.0,239.0,15.0,48.9
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,3.65,0.0,1.0,90.0,105.0,7.0,25.55
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Single,4.86,0.0,4.0,117.0,162.0,5.0,24.3
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Carton,3.93,0.0,5.0,125.0,135.0,12.0,47.16
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Single,7.76,0.0,5.0,234.0,206.0,18.0,139.68
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Single,7.09,0.0,1.0,151.0,136.0,8.0,56.72
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,4.41,0.0,5.0,175.0,162.0,16.0,70.56
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,1.97,1.0,3.0,120.0,173.0,14.0,27.58
31/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,6.23,1.0,3.0,222.0,187.0,18.0,112.14
31/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Single,3.35,0.0,3.0,192.0,169.0,5.0,16.75
31/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Single,7.32,1.0,1.0,186.0,182.0,26.0,190.32
31/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Single,8.26,0.0,4.0,149.0,125.0,10.0,82.6
31/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Carton,2.41,0.0,1.0,162.0,200.0,11.0,26.51
31/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,7.14,0.0,2.0,157.0,147.0,11.0,78.54
31/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Multipack,3.63,1.0,1.0,118.0,197.0,20.0,72.6
31/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Multipack,5.14,0.0,2.0,194.0,194.0,14.0,71.96
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Single,6.93,1.0,4.0,234.0,233.0,52.0,360.36
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,3.78,1.0,5.0,137.0,182.0,16.0,60.48
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,4.81,0.0,4.0,151.0,179.0,13.0,62.53
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Multipack,4.48,0.0,3.0,234.0,202.0,17.0,76.16
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Multipack,6.25,0.0,3.0,142.0,124.0,14.0,87.5
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Multipack,7.31,1.0,5.0,169.0,210.0,24.0,175.44
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,3.62,0.0,4.0,161.0,152.0,10.0,36.2
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Carton,8.23,0.0,4.0,179.0,193.0,13.0,106.99
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,3.86,1.0,2.0,267.0,228.0,48.0,185.28
01/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,7.43,0.0,2.0,163.0,184.0,15.0,111.45
01/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Multipack,5.56,0.0,3.0,145.0,152.0,9.0,50.04
01/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Carton,8.94,0.0,1.0,148.0,140.0,12.0,107.28
01/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Multipack,2.4,1.0,2.0,116.0,174.0,8.0,19.2
01/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Carton,5.85,0.0,5.0,128.0,213.0,9.0,52.65
01/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,7.46,0.0,5.0,208.0,174.0,12.0,89.52
01/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Carton,5.15,0.0,2.0,164.0,149.0,12.0,61.8
01/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Carton,4.24,1.0,5.0,152.0,204.0,28.0,118.72
01/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,2.06,0.0,3.0,121.0,192.0,7.0,14.42
01/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Multipack,1.93,0.0,3.0,101.0,94.0,5.0,9.65
01/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Multipack,1.79,0.0,1.0,222.0,196.0,14.0,25.06
01/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Carton,2.97,0.0,4.0,151.0,194.0,10.0,29.7
01/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,2.58,0.0,3.0,131.0,200.0,11.0,28.38
01/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,2.2,0.0,5.0,132.0,133.0,10.0,22.0
01/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Single,7.09,0.0,3.0,153.0,183.0,12.0,85.08
02/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,2.91,0.0,1.0,160.0,172.0,7.0,20.37
02/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Single,4.6,0.0,5.0,244.0,222.0,17.0,78.2
02/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Multipack,1.82,0.0,3.0,117.0,165.0,9.0,16.38
02/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,5.45,1.0,2.0,219.0,198.0,24.0,130.8
02/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Multipack,5.6,1.0,3.0,99.0,162.0,8.0,44.8
02/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Single,4.19,0.0,5.0,184.0,157.0,14.0,58.66
02/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Single,7.48,0.0,1.0,200.0,181.0,13.0,97.24
02/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Multipack,3.5,0.0,5.0,169.0,218.0,20.0,70.0
02/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,7.97,0.0,5.0,166.0,225.0,12.0,95.64
02/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Carton,3.0,0.0,1.0,149.0,144.0,11.0,33.0
02/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Carton,4.2,0.0,3.0,203.0,183.0,12.0,50.4
02/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Carton,7.29,0.0,2.0,178.0,232.0,12.0,87.48
02/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Single,4.31,0.0,2.0,97.0,132.0,8.0,34.48
03/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Multipack,8.28,0.0,3.0,244.0,209.0,16.0,132.48
03/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Multipack,8.74,0.0,4.0,192.0,170.0,12.0,104.88
03/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Multipack,3.31,0.0,1.0,181.0,253.0,13.0,43.03
