date,sku,brand,segment,category,channel,region,pack_type,price_unit,promotion_flag,delivery_days,stock_available,delivered_qty,units_sold,revenue
29/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Carton,1.61,1,1,149,206,22,35.42
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Multipack,1.92,0,2,139,213,10,19.2
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,4.46,0,3,91,94,5,22.3
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,3.99,0,5,102,163,4,15.96
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Carton,8.78,0,1,207,179,12,105.36
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Carton,1.5,0,2,102,93,10,15
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Single,6.9,0,5,92,138,8,55.2
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Single,7.3,0,1,193,215,11,80.3
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,4.59,0,1,131,163,11,50.49
29/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,4.68,1,3,122,199,16,74.88
30/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Multipack,2.71,1,5,173,189,22,59.62
30/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Single,6.06,0,2,166,228,10,60.6
30/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Multipack,6.76,1,1,204,193,41,277.16
30/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Single,7.4,0,3,106,109,5,37
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Single,7.14,0,2,94,154,8,57.12
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Single,3.26,0,4,216,239,15,48.9
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,3.65,0,1,90,105,7,25.55
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Single,4.86,0,4,117,162,5,24.3
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Carton,3.93,0,5,125,135,12,47.16
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Single,7.76,0,5,234,206,18,139.68
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Single,7.09,0,1,151,136,8,56.72
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,4.41,0,5,175,162,16,70.56
30/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,1.97,1,3,120,173,14,27.58
31/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,6.23,1,3,222,187,18,112.14
31/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Single,3.35,0,3,192,169,5,16.75
31/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Single,7.32,1,1,186,182,26,190.32
31/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Single,8.26,0,4,149,125,10,82.6
31/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Carton,2.41,0,1,162,200,11,26.51
31/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,7.14,0,2,157,147,11,78.54
31/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Multipack,3.63,1,1,118,197,20,72.6
31/01/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Multipack,5.14,0,2,194,194,14,71.96
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Single,6.93,1,4,234,233,52,360.36
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,3.78,1,5,137,182,16,60.48
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,4.81,0,4,151,179,13,62.53
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Multipack,4.48,0,3,234,202,17,76.16
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Multipack,6.25,0,3,142,124,14,87.5
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Multipack,7.31,1,5,169,210,24,175.44
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,3.62,0,4,161,152,10,36.2
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Carton,8.23,0,4,179,193,13,106.99
31/01/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,3.86,1,2,267,228,48,185.28
01/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,7.43,0,2,163,184,15,111.45
01/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Multipack,5.56,0,3,145,152,9,50.04
01/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Carton,8.94,0,1,148,140,12,107.28
01/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Multipack,2.4,1,2,116,174,8,19.2
01/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Carton,5.85,0,5,128,213,9,52.65
01/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,7.46,0,5,208,174,12,89.52
01/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Carton,5.15,0,2,164,149,12,61.8
01/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Carton,4.24,1,5,152,204,28,118.72
01/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,2.06,0,3,121,192,7,14.42
01/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Multipack,1.93,0,3,101,94,5,9.65
01/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Multipack,1.79,0,1,222,196,14,25.06
01/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Carton,2.97,0,4,151,194,10,29.7
01/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,2.58,0,3,131,200,11,28.38
01/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,2.2,0,5,132,133,10,22
01/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Single,7.09,0,3,153,183,12,85.08
02/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,2.91,0,1,160,172,7,20.37
02/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Single,4.6,0,5,244,222,17,78.2
02/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Multipack,1.82,0,3,117,165,9,16.38
02/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,5.45,1,2,219,198,24,130.8
02/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Multipack,5.6,1,3,99,162,8,44.8
02/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Single,4.19,0,5,184,157,14,58.66
02/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Single,7.48,0,1,200,181,13,97.24
02/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Multipack,3.5,0,5,169,218,20,70
02/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,7.97,0,5,166,225,12,95.64
02/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Carton,3,0,1,149,144,11,33
02/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Carton,4.2,0,3,203,183,12,50.4
02/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Carton,7.29,0,2,178,232,12,87.48
02/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Single,4.31,0,2,97,132,8,34.48
03/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Multipack,8.28,0,3,244,209,16,132.48
03/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Multipack,8.74,0,4,192,170,12,104.88
03/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Multipack,3.31,0,1,181,253,13,43.03
03/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Single,5.78,0,2,184,200,16,92.48
03/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Multipack,5.65,0,2,136,188,11,62.15
03/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Single,5.27,0,5,132,166,8,42.16
03/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,6.34,0,4,191,162,17,107.78
03/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Carton,3.38,0,2,225,206,18,60.84
03/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Multipack,4.85,0,4,87,140,5,24.25
03/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Multipack,6.06,0,2,105,148,9,54.54
03/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Multipack,6.51,0,1,165,158,16,104.16
03/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Multipack,6.5,0,3,235,201,19,123.5
03/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Multipack,6.34,0,1,169,236,8,50.72
03/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,8.6,0,4,170,203,20,172
04/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,4.23,0,5,177,162,15,63.45
04/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Single,7.34,0,3,185,166,15,110.1
04/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Multipack,7.72,0,1,238,261,19,146.68
04/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Single,3.99,0,5,131,210,12,47.88
04/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Single,8.08,0,5,143,204,11,88.88
04/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,2.21,0,3,167,190,12,26.52
04/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Multipack,4.13,0,5,195,170,17,70.21
04/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Multipack,6.23,0,5,212,251,18,112.14
04/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Multipack,8.65,0,1,126,181,10,86.5
04/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Single,4.78,0,3,203,185,15,71.7
04/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,7.8,1,2,119,112,14,109.2
04/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Multipack,1.89,0,3,227,206,17,32.13
04/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Carton,1.76,1,3,140,142,21,36.96
04/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Multipack,7.79,0,4,135,157,6,46.74
04/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Single,4.48,0,1,218,214,16,71.68
04/02/2022,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,1.76,0,1,149,131,14,24.64
05/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Multipack,6.37,0,3,141,163,9,57.33
05/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Carton,3.77,1,3,128,212,11,41.47
05/02/2022,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Single,8.18,0,3,157,181,17,139.06
